1,2
2,1
3,0
4,0
5,3
6,2
7,0
8,3
9,1
10,2
11,0
12,2
13,2
14,0
15,3
16,2
17,3
18,0
19,1
20,0
21,1
22,3
23,0
24,2
25,3
26,0
27,1
28,2
29,2
30,3
31,0
32,1
33,1
34,0
35,3
36,1
37,2
38,2
39,0
40,1
41,2
42,3
43,1
44,1
45,2
46,2
47,3
48,1
49,3
50,1
51,0
52,2
53,0
54,3
55,1
56,0
57,3
58,3
59,1
60,2
61,3
62,2
63,0
